n,human,comp
7416,74160,0.549971
7417,74170,0.550119
7418,74180,0.550267
7419,74190,0.550416
7420,74200,0.550564
7421,74210,0.550712
7422,74220,0.550861
7423,74230,0.551009
7424,74240,0.551158
7425,74250,0.551306
7426,74260,0.551455
7427,74270,0.551603
7428,74280,0.551752
7429,74290,0.5519
7430,74300,0.552049
7431,74310,0.552198
7432,74320,0.552346
7433,74330,0.552495
7434,74340,0.552644
7435,74350,0.552792
7436,74360,0.552941
7437,74370,0.55309
7438,74380,0.553238
7439,74390,0.553387
7440,74400,0.553536
7441,74410,0.553685
7442,74420,0.553834
7443,74430,0.553982
7444,74440,0.554131
7445,74450,0.55428
7446,74460,0.554429
7447,74470,0.554578
7448,74480,0.554727
7449,74490,0.554876
7450,74500,0.555025
7451,74510,0.555174
7452,74520,0.555323
7453,74530,0.555472
7454,74540,0.555621
7455,74550,0.55577
7456,74560,0.555919
7457,74570,0.556068
7458,74580,0.556218
7459,74590,0.556367
7460,74600,0.556516
7461,74610,0.556665
7462,74620,0.556814
7463,74630,0.556964
7464,74640,0.557113
7465,74650,0.557262
7466,74660,0.557412
7467,74670,0.557561
7468,74680,0.55771
7469,74690,0.55786
7470,74700,0.558009
7471,74710,0.558158
7472,74720,0.558308
7473,74730,0.558457
7474,74740,0.558607
7475,74750,0.558756
7476,74760,0.558906
7477,74770,0.559055
7478,74780,0.559205
7479,74790,0.559354
7480,74800,0.559504
7481,74810,0.559654
7482,74820,0.559803
7483,74830,0.559953
7484,74840,0.560103
7485,74850,0.560252
7486,74860,0.560402
7487,74870,0.560552
7488,74880,0.560701
7489,74890,0.560851
7490,74900,0.561001
7491,74910,0.561151
7492,74920,0.561301
7493,74930,0.56145
7494,74940,0.5616
7495,74950,0.56175
7496,74960,0.5619
7497,74970,0.56205
7498,74980,0.5622
7499,74990,0.56235
7500,75000,0.5625
7501,75010,0.56265
7502,75020,0.5628
7503,75030,0.56295
7504,75040,0.5631
7505,75050,0.56325
7506,75060,0.5634
7507,75070,0.56355
7508,75080,0.563701
7509,75090,0.563851
7510,75100,0.564001
7511,75110,0.564151
7512,75120,0.564301
7513,75130,0.564452
7514,75140,0.564602
7515,75150,0.564752
7516,75160,0.564903
7517,75170,0.565053
7518,75180,0.565203
7519,75190,0.565354
7520,75200,0.565504
7521,75210,0.565654
7522,75220,0.565805
7523,75230,0.565955
7524,75240,0.566106
7525,75250,0.566256
7526,75260,0.566407
7527,75270,0.566557
7528,75280,0.566708
7529,75290,0.566858
7530,75300,0.567009
7531,75310,0.56716
7532,75320,0.56731
7533,75330,0.567461
7534,75340,0.567612
7535,75350,0.567762
7536,75360,0.567913
7537,75370,0.568064
7538,75380,0.568214
7539,75390,0.568365
7540,75400,0.568516
7541,75410,0.568667
7542,75420,0.568818
7543,75430,0.568968
7544,75440,0.569119
7545,75450,0.56927
7546,75460,0.569421
7547,75470,0.569572
7548,75480,0.569723
7549,75490,0.569874
7550,75500,0.570025
7551,75510,0.570176
7552,75520,0.570327
7553,75530,0.570478
7554,75540,0.570629
7555,75550,0.57078
7556,75560,0.570931
7557,75570,0.571082
7558,75580,0.571234
7559,75590,0.571385
7560,75600,0.571536
7561,75610,0.571687
7562,75620,0.571838
7563,75630,0.57199
7564,75640,0.572141
7565,75650,0.572292
7566,75660,0.572444
7567,75670,0.572595
7568,75680,0.572746
7569,75690,0.572898
7570,75700,0.573049
7571,75710,0.5732
7572,75720,0.573352
7573,75730,0.573503
7574,75740,0.573655
7575,75750,0.573806
7576,75760,0.573958
7577,75770,0.574109
7578,75780,0.574261
7579,75790,0.574412
7580,75800,0.574564
7581,75810,0.574716
7582,75820,0.574867
7583,75830,0.575019
7584,75840,0.575171
7585,75850,0.575322
7586,75860,0.575474
7587,75870,0.575626
7588,75880,0.575777
7589,75890,0.575929
7590,75900,0.576081
7591,75910,0.576233
7592,75920,0.576385
7593,75930,0.576536
7594,75940,0.576688
7595,75950,0.57684
7596,75960,0.576992
7597,75970,0.577144
7598,75980,0.577296
7599,75990,0.577448
7600,76000,0.5776
7601,76010,0.577752
7602,76020,0.577904
7603,76030,0.578056
7604,76040,0.578208
7605,76050,0.57836
7606,76060,0.578512
7607,76070,0.578664
7608,76080,0.578817
7609,76090,0.578969
7610,76100,0.579121
7611,76110,0.579273
7612,76120,0.579425
7613,76130,0.579578
7614,76140,0.57973
7615,76150,0.579882
7616,76160,0.580035
7617,76170,0.580187
7618,76180,0.580339
7619,76190,0.580492
7620,76200,0.580644
7621,76210,0.580796
7622,76220,0.580949
7623,76230,0.581101
7624,76240,0.581254
7625,76250,0.581406
7626,76260,0.581559
7627,76270,0.581711
7628,76280,0.581864
7629,76290,0.582016
7630,76300,0.582169
7631,76310,0.582322
7632,76320,0.582474
7633,76330,0.582627
7634,76340,0.58278
7635,76350,0.582932
7636,76360,0.583085
7637,76370,0.583238
7638,76380,0.58339
7639,76390,0.583543
7640,76400,0.583696
7641,76410,0.583849
7642,76420,0.584002
7643,76430,0.584154
7644,76440,0.584307
7645,76450,0.58446
7646,76460,0.584613
7647,76470,0.584766
7648,76480,0.584919
7649,76490,0.585072
7650,76500,0.585225
7651,76510,0.585378
7652,76520,0.585531
7653,76530,0.585684
7654,76540,0.585837
7655,76550,0.58599
7656,76560,0.586143
7657,76570,0.586296
7658,76580,0.58645
7659,76590,0.586603
7660,76600,0.586756
7661,76610,0.586909
7662,76620,0.587062
7663,76630,0.587216
7664,76640,0.587369
7665,76650,0.587522
7666,76660,0.587676
7667,76670,0.587829
7668,76680,0.587982
7669,76690,0.588136
7670,76700,0.588289
7671,76710,0.588442
7672,76720,0.588596
7673,76730,0.588749
7674,76740,0.588903
7675,76750,0.589056
7676,76760,0.58921
7677,76770,0.589363
7678,76780,0.589517
7679,76790,0.58967
7680,76800,0.589824
7681,76810,0.589978
7682,76820,0.590131
7683,76830,0.590285
7684,76840,0.590439
7685,76850,0.590592
7686,76860,0.590746
7687,76870,0.5909
7688,76880,0.591053
7689,76890,0.591207
7690,76900,0.591361
7691,76910,0.591515
7692,76920,0.591669
7693,76930,0.591822
7694,76940,0.591976
7695,76950,0.59213
7696,76960,0.592284
7697,76970,0.592438
7698,76980,0.592592
7699,76990,0.592746
7700,77000,0.5929
7701,77010,0.593054
7702,77020,0.593208
7703,77030,0.593362
7704,77040,0.593516
7705,77050,0.59367
7706,77060,0.593824
7707,77070,0.593978
7708,77080,0.594133
7709,77090,0.594287
7710,77100,0.594441
7711,77110,0.594595
7712,77120,0.594749
7713,77130,0.594904
7714,77140,0.595058
7715,77150,0.595212
7716,77160,0.595367
7717,77170,0.595521
7718,77180,0.595675
7719,77190,0.59583
7720,77200,0.595984
7721,77210,0.596138
7722,77220,0.596293
7723,77230,0.596447
7724,77240,0.596602
7725,77250,0.596756
7726,77260,0.596911
7727,77270,0.597065
7728,77280,0.59722
7729,77290,0.597374
7730,77300,0.597529
7731,77310,0.597684
7732,77320,0.597838
7733,77330,0.597993
7734,77340,0.598148
7735,77350,0.598302
7736,77360,0.598457
7737,77370,0.598612
7738,77380,0.598766
7739,77390,0.598921
7740,77400,0.599076
7741,77410,0.599231
7742,77420,0.599386
7743,77430,0.59954
7744,77440,0.599695
7745,77450,0.59985
7746,77460,0.600005
7747,77470,0.60016
7748,77480,0.600315
7749,77490,0.60047
7750,77500,0.600625
7751,77510,0.60078
7752,77520,0.600935
7753,77530,0.60109
7754,77540,0.601245
7755,77550,0.6014
7756,77560,0.601555
7757,77570,0.60171
7758,77580,0.601866
7759,77590,0.602021
7760,77600,0.602176
7761,77610,0.602331
7762,77620,0.602486
7763,77630,0.602642
7764,77640,0.602797
7765,77650,0.602952
7766,77660,0.603108
7767,77670,0.603263
7768,77680,0.603418
7769,77690,0.603574
7770,77700,0.603729
7771,77710,0.603884
7772,77720,0.60404
7773,77730,0.604195
7774,77740,0.604351
7775,77750,0.604506
7776,77760,0.604662
7777,77770,0.604817
7778,77780,0.604973
7779,77790,0.605128
7780,77800,0.605284
7781,77810,0.60544
7782,77820,0.605595
7783,77830,0.605751
7784,77840,0.605907
7785,77850,0.606062
7786,77860,0.606218
7787,77870,0.606374
7788,77880,0.606529
7789,77890,0.606685
7790,77900,0.606841
7791,77910,0.606997
7792,77920,0.607153
7793,77930,0.607308
7794,77940,0.607464
7795,77950,0.60762
7796,77960,0.607776
7797,77970,0.607932
7798,77980,0.608088
7799,77990,0.608244
7800,78000,0.6084
7801,78010,0.608556
7802,78020,0.608712
7803,78030,0.608868
7804,78040,0.609024
7805,78050,0.60918
7806,78060,0.609336
7807,78070,0.609492
7808,78080,0.609649
7809,78090,0.609805
7810,78100,0.609961
7811,78110,0.610117
7812,78120,0.610273
7813,78130,0.61043
7814,78140,0.610586
7815,78150,0.610742
7816,78160,0.610899
7817,78170,0.611055
7818,78180,0.611211
7819,78190,0.611368
7820,78200,0.611524
7821,78210,0.61168
7822,78220,0.611837
7823,78230,0.611993
7824,78240,0.61215
7825,78250,0.612306
7826,78260,0.612463
7827,78270,0.612619
7828,78280,0.612776
7829,78290,0.612932
7830,78300,0.613089
7831,78310,0.613246
7832,78320,0.613402
7833,78330,0.613559
7834,78340,0.613716
7835,78350,0.613872
7836,78360,0.614029
7837,78370,0.614186
7838,78380,0.614342
7839,78390,0.614499
7840,78400,0.614656
7841,78410,0.614813
7842,78420,0.61497
7843,78430,0.615126
7844,78440,0.615283
7845,78450,0.61544
7846,78460,0.615597
7847,78470,0.615754
7848,78480,0.615911
7849,78490,0.616068
7850,78500,0.616225
7851,78510,0.616382
7852,78520,0.616539
7853,78530,0.616696
7854,78540,0.616853
7855,78550,0.61701
7856,78560,0.617167
7857,78570,0.617324
7858,78580,0.617482
7859,78590,0.617639
7860,78600,0.617796
7861,78610,0.617953
7862,78620,0.61811
7863,78630,0.618268
7864,78640,0.618425
7865,78650,0.618582
7866,78660,0.61874
7867,78670,0.618897
7868,78680,0.619054
7869,78690,0.619212
7870,78700,0.619369
7871,78710,0.619526
7872,78720,0.619684
7873,78730,0.619841
7874,78740,0.619999
7875,78750,0.620156
7876,78760,0.620314
7877,78770,0.620471
7878,78780,0.620629
7879,78790,0.620786
7880,78800,0.620944
7881,78810,0.621102
7882,78820,0.621259
7883,78830,0.621417
7884,78840,0.621575
7885,78850,0.621732
7886,78860,0.62189
7887,78870,0.622048
7888,78880,0.622205
7889,78890,0.622363
7890,78900,0.622521
7891,78910,0.622679
7892,78920,0.622837
7893,78930,0.622994
7894,78940,0.623152
7895,78950,0.62331
7896,78960,0.623468
7897,78970,0.623626
7898,78980,0.623784
7899,78990,0.623942
7900,79000,0.6241
7901,79010,0.624258
7902,79020,0.624416
7903,79030,0.624574
7904,79040,0.624732
7905,79050,0.62489
7906,79060,0.625048
7907,79070,0.625206
7908,79080,0.625365
7909,79090,0.625523
7910,79100,0.625681
7911,79110,0.625839
7912,79120,0.625997
7913,79130,0.626156
7914,79140,0.626314
7915,79150,0.626472
7916,79160,0.626631
7917,79170,0.626789
7918,79180,0.626947
7919,79190,0.627106
7920,79200,0.627264
7921,79210,0.627422
7922,79220,0.627581
7923,79230,0.627739
7924,79240,0.627898
7925,79250,0.628056
7926,79260,0.628215
7927,79270,0.628373
7928,79280,0.628532
7929,79290,0.62869
7930,79300,0.628849
7931,79310,0.629008
7932,79320,0.629166
7933,79330,0.629325
7934,79340,0.629484
7935,79350,0.629642
7936,79360,0.629801
7937,79370,0.62996
7938,79380,0.630118
7939,79390,0.630277
7940,79400,0.630436
7941,79410,0.630595
7942,79420,0.630754
7943,79430,0.630912
7944,79440,0.631071
7945,79450,0.63123
7946,79460,0.631389
7947,79470,0.631548
7948,79480,0.631707
7949,79490,0.631866
7950,79500,0.632025
7951,79510,0.632184
7952,79520,0.632343
7953,79530,0.632502
7954,79540,0.632661
7955,79550,0.63282
7956,79560,0.632979
7957,79570,0.633138
7958,79580,0.633298
7959,79590,0.633457
7960,79600,0.633616
7961,79610,0.633775
7962,79620,0.633934
7963,79630,0.634094
7964,79640,0.634253
7965,79650,0.634412
7966,79660,0.634572
7967,79670,0.634731
7968,79680,0.63489
7969,79690,0.63505
7970,79700,0.635209
7971,79710,0.635368
7972,79720,0.635528
7973,79730,0.635687
7974,79740,0.635847
7975,79750,0.636006
7976,79760,0.636166
7977,79770,0.636325
7978,79780,0.636485
7979,79790,0.636644
7980,79800,0.636804
7981,79810,0.636964
7982,79820,0.637123
7983,79830,0.637283
7984,79840,0.637443
7985,79850,0.637602
7986,79860,0.637762
7987,79870,0.637922
7988,79880,0.638081
7989,79890,0.638241
7990,79900,0.638401
7991,79910,0.638561
7992,79920,0.638721
7993,79930,0.63888
7994,79940,0.63904
7995,79950,0.6392
7996,79960,0.63936
7997,79970,0.63952
7998,79980,0.63968
7999,79990,0.63984
8000,80000,0.64
8001,80010,0.64016
8002,80020,0.64032
8003,80030,0.64048
8004,80040,0.64064
8005,80050,0.6408
8006,80060,0.64096
8007,80070,0.64112
8008,80080,0.641281
8009,80090,0.641441
8010,80100,0.641601
8011,80110,0.641761
8012,80120,0.641921
8013,80130,0.642082
8014,80140,0.642242
8015,80150,0.642402
8016,80160,0.642563
8017,80170,0.642723
8018,80180,0.642883
8019,80190,0.643044
8020,80200,0.643204
8021,80210,0.643364
8022,80220,0.643525
8023,80230,0.643685
8024,80240,0.643846
8025,80250,0.644006
8026,80260,0.644167
8027,80270,0.644327
8028,80280,0.644488
8029,80290,0.644648
8030,80300,0.644809
8031,80310,0.64497
8032,80320,0.64513
8033,80330,0.645291
8034,80340,0.645452
8035,80350,0.645612
8036,80360,0.645773
8037,80370,0.645934
8038,80380,0.646094
8039,80390,0.646255
8040,80400,0.646416
8041,80410,0.646577
8042,80420,0.646738
8043,80430,0.646898
8044,80440,0.647059
8045,80450,0.64722
8046,80460,0.647381
8047,80470,0.647542
8048,80480,0.647703
8049,80490,0.647864
8050,80500,0.648025
8051,80510,0.648186
8052,80520,0.648347
8053,80530,0.648508
8054,80540,0.648669
8055,80550,0.64883
8056,80560,0.648991
8057,80570,0.649152
8058,80580,0.649314
8059,80590,0.649475
8060,80600,0.649636
8061,80610,0.649797
8062,80620,0.649958
8063,80630,0.65012
8064,80640,0.650281
8065,80650,0.650442
8066,80660,0.650604
8067,80670,0.650765
8068,80680,0.650926
8069,80690,0.651088
8070,80700,0.651249
8071,80710,0.65141
8072,80720,0.651572
8073,80730,0.651733
8074,80740,0.651895
8075,80750,0.652056
8076,80760,0.652218
8077,80770,0.652379
8078,80780,0.652541
8079,80790,0.652702
8080,80800,0.652864
8081,80810,0.653026
8082,80820,0.653187
8083,80830,0.653349
8084,80840,0.653511
8085,80850,0.653672
8086,80860,0.653834
8087,80870,0.653996
8088,80880,0.654157
8089,80890,0.654319
8090,80900,0.654481
8091,80910,0.654643
8092,80920,0.654805
8093,80930,0.654966
8094,80940,0.655128
8095,80950,0.65529
8096,80960,0.655452
8097,80970,0.655614
8098,80980,0.655776
8099,80990,0.655938
8100,81000,0.6561
8101,81010,0.656262
8102,81020,0.656424
8103,81030,0.656586
8104,81040,0.656748
8105,81050,0.65691
8106,81060,0.657072
8107,81070,0.657234
8108,81080,0.657397
8109,81090,0.657559
8110,81100,0.657721
8111,81110,0.657883
8112,81120,0.658045
8113,81130,0.658208
8114,81140,0.65837
8115,81150,0.658532
8116,81160,0.658695
8117,81170,0.658857
8118,81180,0.659019
8119,81190,0.659182
8120,81200,0.659344
8121,81210,0.659506
8122,81220,0.659669
8123,81230,0.659831
8124,81240,0.659994
8125,81250,0.660156
8126,81260,0.660319
8127,81270,0.660481
8128,81280,0.660644
8129,81290,0.660806
8130,81300,0.660969
8131,81310,0.661132
8132,81320,0.661294
8133,81330,0.661457
8134,81340,0.66162
8135,81350,0.661782
8136,81360,0.661945
8137,81370,0.662108
8138,81380,0.66227
8139,81390,0.662433
8140,81400,0.662596
8141,81410,0.662759
8142,81420,0.662922
8143,81430,0.663084
8144,81440,0.663247
8145,81450,0.66341
8146,81460,0.663573
8147,81470,0.663736
8148,81480,0.663899
8149,81490,0.664062
8150,81500,0.664225
8151,81510,0.664388
8152,81520,0.664551
8153,81530,0.664714
8154,81540,0.664877
8155,81550,0.66504
8156,81560,0.665203
8157,81570,0.665366
8158,81580,0.66553
8159,81590,0.665693
8160,81600,0.665856
8161,81610,0.666019
8162,81620,0.666182
8163,81630,0.666346
8164,81640,0.666509
8165,81650,0.666672
8166,81660,0.666836
8167,81670,0.666999
8168,81680,0.667162
8169,81690,0.667326
8170,81700,0.667489
8171,81710,0.667652
8172,81720,0.667816
8173,81730,0.667979
8174,81740,0.668143
8175,81750,0.668306
8176,81760,0.66847
8177,81770,0.668633
8178,81780,0.668797
8179,81790,0.66896
8180,81800,0.669124
8181,81810,0.669288
8182,81820,0.669451
8183,81830,0.669615
8184,81840,0.669779
8185,81850,0.669942
8186,81860,0.670106
8187,81870,0.67027
8188,81880,0.670433
8189,81890,0.670597
8190,81900,0.670761
8191,81910,0.670925
8192,81920,0.671089
8193,81930,0.671252
8194,81940,0.671416
8195,81950,0.67158
8196,81960,0.671744
8197,81970,0.671908
8198,81980,0.672072
8199,81990,0.672236
8200,82000,0.6724
8201,82010,0.672564
8202,82020,0.672728
8203,82030,0.672892
8204,82040,0.673056
8205,82050,0.67322
8206,82060,0.673384
8207,82070,0.673548
8208,82080,0.673713
8209,82090,0.673877
8210,82100,0.674041
8211,82110,0.674205
8212,82120,0.674369
8213,82130,0.674534
8214,82140,0.674698
8215,82150,0.674862
8216,82160,0.675027
8217,82170,0.675191
8218,82180,0.675355
8219,82190,0.67552
8220,82200,0.675684
8221,82210,0.675848
8222,82220,0.676013
8223,82230,0.676177
8224,82240,0.676342
8225,82250,0.676506
8226,82260,0.676671
8227,82270,0.676835
8228,82280,0.677
8229,82290,0.677164
8230,82300,0.677329
8231,82310,0.677494
8232,82320,0.677658
8233,82330,0.677823
8234,82340,0.677988
8235,82350,0.678152
8236,82360,0.678317
8237,82370,0.678482
8238,82380,0.678646
8239,82390,0.678811
8240,82400,0.678976
8241,82410,0.679141
8242,82420,0.679306
8243,82430,0.67947
8244,82440,0.679635
8245,82450,0.6798
8246,82460,0.679965
8247,82470,0.68013
8248,82480,0.680295
8249,82490,0.68046
8250,82500,0.680625
8251,82510,0.68079
8252,82520,0.680955
8253,82530,0.68112
8254,82540,0.681285
8255,82550,0.68145
8256,82560,0.681615
8257,82570,0.68178
8258,82580,0.681946
8259,82590,0.682111
8260,82600,0.682276
8261,82610,0.682441
8262,82620,0.682606
8263,82630,0.682772
8264,82640,0.682937
8265,82650,0.683102
8266,82660,0.683268
8267,82670,0.683433
8268,82680,0.683598
8269,82690,0.683764
8270,82700,0.683929
8271,82710,0.684094
8272,82720,0.68426
8273,82730,0.684425
8274,82740,0.684591
8275,82750,0.684756
8276,82760,0.684922
8277,82770,0.685087
8278,82780,0.685253
8279,82790,0.685418
8280,82800,0.685584
8281,82810,0.68575
8282,82820,0.685915
8283,82830,0.686081
8284,82840,0.686247
8285,82850,0.686412
8286,82860,0.686578
8287,82870,0.686744
8288,82880,0.686909
8289,82890,0.687075
8290,82900,0.687241
8291,82910,0.687407
8292,82920,0.687573
8293,82930,0.687738
8294,82940,0.687904
8295,82950,0.68807
8296,82960,0.688236
8297,82970,0.688402
8298,82980,0.688568
8299,82990,0.688734
8300,83000,0.6889
8301,83010,0.689066
8302,83020,0.689232
8303,83030,0.689398
8304,83040,0.689564
8305,83050,0.68973
8306,83060,0.689896
8307,83070,0.690062
8308,83080,0.690229
8309,83090,0.690395
8310,83100,0.690561
8311,83110,0.690727
8312,83120,0.690893
8313,83130,0.69106
8314,83140,0.691226
8315,83150,0.691392
8316,83160,0.691559
8317,83170,0.691725
8318,83180,0.691891
8319,83190,0.692058
8320,83200,0.692224
8321,83210,0.69239
8322,83220,0.692557
8323,83230,0.692723
8324,83240,0.69289
8325,83250,0.693056
8326,83260,0.693223
8327,83270,0.693389
8328,83280,0.693556
8329,83290,0.693722
8330,83300,0.693889
8331,83310,0.694056
8332,83320,0.694222
8333,83330,0.694389
8334,83340,0.694556
8335,83350,0.694722
8336,83360,0.694889
8337,83370,0.695056
8338,83380,0.695222
8339,83390,0.695389
8340,83400,0.695556
8341,83410,0.695723
8342,83420,0.69589
8343,83430,0.696056
8344,83440,0.696223
8345,83450,0.69639
8346,83460,0.696557
8347,83470,0.696724
8348,83480,0.696891
8349,83490,0.697058
8350,83500,0.697225
8351,83510,0.697392
8352,83520,0.697559
8353,83530,0.697726
8354,83540,0.697893
8355,83550,0.69806
8356,83560,0.698227
8357,83570,0.698394
8358,83580,0.698562
8359,83590,0.698729
8360,83600,0.698896
8361,83610,0.699063
8362,83620,0.69923
8363,83630,0.699398
8364,83640,0.699565
8365,83650,0.699732
8366,83660,0.6999
8367,83670,0.700067
8368,83680,0.700234
8369,83690,0.700402
8370,83700,0.700569
8371,83710,0.700736
8372,83720,0.700904
8373,83730,0.701071
8374,83740,0.701239
8375,83750,0.701406
8376,83760,0.701574
8377,83770,0.701741
8378,83780,0.701909
8379,83790,0.702076
8380,83800,0.702244
8381,83810,0.702412
8382,83820,0.702579
8383,83830,0.702747
8384,83840,0.702915
8385,83850,0.703082
8386,83860,0.70325
8387,83870,0.703418
8388,83880,0.703585
8389,83890,0.703753
8390,83900,0.703921
8391,83910,0.704089
8392,83920,0.704257
8393,83930,0.704424
8394,83940,0.704592
8395,83950,0.70476
8396,83960,0.704928
8397,83970,0.705096
8398,83980,0.705264
8399,83990,0.705432
8400,84000,0.7056
8401,84010,0.705768
8402,84020,0.705936
8403,84030,0.706104
8404,84040,0.706272
8405,84050,0.70644
8406,84060,0.706608
8407,84070,0.706776
8408,84080,0.706945
8409,84090,0.707113
8410,84100,0.707281
8411,84110,0.707449
8412,84120,0.707617
8413,84130,0.707786
8414,84140,0.707954
8415,84150,0.708122
8416,84160,0.708291
8417,84170,0.708459
8418,84180,0.708627
8419,84190,0.708796
8420,84200,0.708964
8421,84210,0.709132
8422,84220,0.709301
8423,84230,0.709469
8424,84240,0.709638
8425,84250,0.709806
8426,84260,0.709975
8427,84270,0.710143
8428,84280,0.710312
8429,84290,0.71048
8430,84300,0.710649
8431,84310,0.710818
8432,84320,0.710986
8433,84330,0.711155
8434,84340,0.711324
8435,84350,0.711492
8436,84360,0.711661
8437,84370,0.71183
8438,84380,0.711998
8439,84390,0.712167
8440,84400,0.712336
8441,84410,0.712505
8442,84420,0.712674
8443,84430,0.712842
8444,84440,0.713011
8445,84450,0.71318
8446,84460,0.713349
8447,84470,0.713518
8448,84480,0.713687
8449,84490,0.713856
8450,84500,0.714025
8451,84510,0.714194
8452,84520,0.714363
8453,84530,0.714532
8454,84540,0.714701
8455,84550,0.71487
8456,84560,0.715039
8457,84570,0.715208
8458,84580,0.715378
8459,84590,0.715547
8460,84600,0.715716
8461,84610,0.715885
8462,84620,0.716054
8463,84630,0.716224
8464,84640,0.716393
8465,84650,0.716562
8466,84660,0.716732
8467,84670,0.716901
8468,84680,0.71707
8469,84690,0.71724
8470,84700,0.717409
8471,84710,0.717578
8472,84720,0.717748
8473,84730,0.717917
8474,84740,0.718087
8475,84750,0.718256
8476,84760,0.718426
8477,84770,0.718595
8478,84780,0.718765
8479,84790,0.718934
8480,84800,0.719104
8481,84810,0.719274
8482,84820,0.719443
8483,84830,0.719613
8484,84840,0.719783
8485,84850,0.719952
8486,84860,0.720122
8487,84870,0.720292
8488,84880,0.720461
8489,84890,0.720631
8490,84900,0.720801
8491,84910,0.720971
8492,84920,0.721141
8493,84930,0.72131
8494,84940,0.72148
8495,84950,0.72165
8496,84960,0.72182
8497,84970,0.72199
8498,84980,0.72216
8499,84990,0.72233
8500,85000,0.7225
8501,85010,0.72267
8502,85020,0.72284
8503,85030,0.72301
8504,85040,0.72318
8505,85050,0.72335
8506,85060,0.72352
8507,85070,0.72369
8508,85080,0.723861
8509,85090,0.724031
8510,85100,0.724201
8511,85110,0.724371
8512,85120,0.724541
8513,85130,0.724712
8514,85140,0.724882
8515,85150,0.725052
8516,85160,0.725223
8517,85170,0.725393
8518,85180,0.725563
8519,85190,0.725734
8520,85200,0.725904
8521,85210,0.726074
8522,85220,0.726245
8523,85230,0.726415
8524,85240,0.726586
8525,85250,0.726756
8526,85260,0.726927
8527,85270,0.727097
8528,85280,0.727268
8529,85290,0.727438
8530,85300,0.727609
8531,85310,0.72778
8532,85320,0.72795
8533,85330,0.728121
8534,85340,0.728292
8535,85350,0.728462
8536,85360,0.728633
8537,85370,0.728804
8538,85380,0.728974
8539,85390,0.729145
8540,85400,0.729316
8541,85410,0.729487
8542,85420,0.729658
8543,85430,0.729828
8544,85440,0.729999
8545,85450,0.73017
8546,85460,0.730341
8547,85470,0.730512
8548,85480,0.730683
8549,85490,0.730854
8550,85500,0.731025
8551,85510,0.731196
8552,85520,0.731367
8553,85530,0.731538
8554,85540,0.731709
8555,85550,0.73188
8556,85560,0.732051
8557,85570,0.732222
8558,85580,0.732394
8559,85590,0.732565
8560,85600,0.732736
8561,85610,0.732907
8562,85620,0.733078
8563,85630,0.73325
8564,85640,0.733421
8565,85650,0.733592
8566,85660,0.733764
8567,85670,0.733935
8568,85680,0.734106
8569,85690,0.734278
8570,85700,0.734449
8571,85710,0.73462
8572,85720,0.734792
8573,85730,0.734963
8574,85740,0.735135
8575,85750,0.735306
8576,85760,0.735478
8577,85770,0.735649
8578,85780,0.735821
8579,85790,0.735992
8580,85800,0.736164
8581,85810,0.736336
8582,85820,0.736507
8583,85830,0.736679
8584,85840,0.736851
8585,85850,0.737022
8586,85860,0.737194
8587,85870,0.737366
8588,85880,0.737537
8589,85890,0.737709
8590,85900,0.737881
8591,85910,0.738053
8592,85920,0.738225
8593,85930,0.738396
8594,85940,0.738568
8595,85950,0.73874
8596,85960,0.738912
8597,85970,0.739084
8598,85980,0.739256
8599,85990,0.739428
8600,86000,0.7396
8601,86010,0.739772
8602,86020,0.739944
8603,86030,0.740116
8604,86040,0.740288
8605,86050,0.74046
8606,86060,0.740632
8607,86070,0.740804
8608,86080,0.740977
8609,86090,0.741149
8610,86100,0.741321
8611,86110,0.741493
8612,86120,0.741665
8613,86130,0.741838
8614,86140,0.74201
8615,86150,0.742182
8616,86160,0.742355
8617,86170,0.742527
8618,86180,0.742699
8619,86190,0.742872
8620,86200,0.743044
8621,86210,0.743216
8622,86220,0.743389
8623,86230,0.743561
8624,86240,0.743734
8625,86250,0.743906
8626,86260,0.744079
8627,86270,0.744251
8628,86280,0.744424
8629,86290,0.744596
8630,86300,0.744769
8631,86310,0.744942
8632,86320,0.745114
8633,86330,0.745287
8634,86340,0.74546
8635,86350,0.745632
8636,86360,0.745805
8637,86370,0.745978
8638,86380,0.74615
8639,86390,0.746323
8640,86400,0.746496
8641,86410,0.746669
8642,86420,0.746842
8643,86430,0.747014
8644,86440,0.747187
8645,86450,0.74736
8646,86460,0.747533
8647,86470,0.747706
8648,86480,0.747879
8649,86490,0.748052
8650,86500,0.748225
8651,86510,0.748398
8652,86520,0.748571
8653,86530,0.748744
8654,86540,0.748917
8655,86550,0.74909
8656,86560,0.749263
8657,86570,0.749436
8658,86580,0.74961
8659,86590,0.749783
8660,86600,0.749956
8661,86610,0.750129
8662,86620,0.750302
8663,86630,0.750476
8664,86640,0.750649
8665,86650,0.750822
8666,86660,0.750996
8667,86670,0.751169
8668,86680,0.751342
8669,86690,0.751516
8670,86700,0.751689
8671,86710,0.751862
8672,86720,0.752036
8673,86730,0.752209
8674,86740,0.752383
8675,86750,0.752556
8676,86760,0.75273
8677,86770,0.752903
8678,86780,0.753077
8679,86790,0.75325
8680,86800,0.753424
8681,86810,0.753598
8682,86820,0.753771
8683,86830,0.753945
8684,86840,0.754119
8685,86850,0.754292
8686,86860,0.754466
8687,86870,0.75464
