n,nochange,change
5268,1733,3570
5269,1733,3570
5270,1733,3571
5271,1734,3572
5272,1734,3573
5273,1734,3574
5274,1734,3575
5275,1734,3576
5276,1735,3577
5277,1735,3578
5278,1736,3579
5279,1737,3579
5280,1737,3580
5281,1737,3581
5282,1738,3581
5283,1738,3581
5284,1739,3581
5285,1739,3581
5286,1739,3581
5287,1739,3582
5288,1739,3583
5289,1739,3584
5290,1739,3584
5291,1740,3585
5292,1740,3585
5293,1741,3585
5294,1741,3586
5295,1742,3586
5296,1743,3587
5297,1743,3587
5298,1743,3587
5299,1743,3587
5300,1743,3588
5301,1744,3589
5302,1745,3590
5303,1746,3591
5304,1747,3591
5305,1748,3591
5306,1748,3592
5307,1748,3593
5308,1749,3594
5309,1749,3594
5310,1750,3595
5311,1750,3596
5312,1750,3596
5313,1751,3597
5314,1751,3598
5315,1751,3598
5316,1751,3598
5317,1751,3598
5318,1751,3598
5319,1751,3599
5320,1751,3600
5321,1751,3600
5322,1751,3601
5323,1751,3602
5324,1752,3603
5325,1752,3603
5326,1753,3604
5327,1754,3605
5328,1754,3605
5329,1754,3605
5330,1754,3606
5331,1755,3607
5332,1755,3608
5333,1756,3609
5334,1756,3610
5335,1757,3610
5336,1758,3611
5337,1758,3612
5338,1758,3612
5339,1758,3613
5340,1759,3614
5341,1759,3614
5342,1759,3615
5343,1760,3616
5344,1761,3617
5345,1762,3618
5346,1762,3619
5347,1762,3620
5348,1762,3620
5349,1762,3621
5350,1762,3622
5351,1762,3623
5352,1762,3624
5353,1762,3625
5354,1763,3626
5355,1763,3627
5356,1764,3627
5357,1764,3627
5358,1765,3628
5359,1766,3628
5360,1767,3629
5361,1767,3630
5362,1768,3631
5363,1768,3632
5364,1769,3633
5365,1770,3634
5366,1770,3635
5367,1770,3636
5368,1770,3637
5369,1771,3638
5370,1772,3639
5371,1772,3640
5372,1772,3640
5373,1773,3641
5374,1774,3642
5375,1774,3642
5376,1774,3642
5377,1774,3643
5378,1774,3643
5379,1774,3644
5380,1775,3645
5381,1776,3646
5382,1776,3647
5383,1777,3648
5384,1777,3648
5385,1778,3648
5386,1778,3648
5387,1779,3648
5388,1780,3649
5389,1781,3650
5390,1781,3651
5391,1781,3651
5392,1781,3652
5393,1781,3652
5394,1781,3652
5395,1782,3652
5396,1782,3653
5397,1782,3653
5398,1782,3654
5399,1782,3655
5400,1782,3655
5401,1782,3656
5402,1783,3657
5403,1783,3657
5404,1784,3658
5405,1785,3659
5406,1786,3660
5407,1786,3661
5408,1786,3662
5409,1787,3663
5410,1788,3663
5411,1788,3663
5412,1788,3664
5413,1789,3665
5414,1789,3666
5415,1789,3667
5416,1790,3668
5417,1790,3668
5418,1790,3669
5419,1790,3670
5420,1791,3671
5421,1792,3671
5422,1792,3672
5423,1792,3672
5424,1792,3672
5425,1793,3672
5426,1793,3673
5427,1793,3674
5428,1793,3674
5429,1793,3675
5430,1793,3675
5431,1793,3676
5432,1793,3676
5433,1794,3677
5434,1794,3677
5435,1794,3678
5436,1794,3679
5437,1794,3679
5438,1794,3679
5439,1795,3680
5440,1795,3680
5441,1795,3680
5442,1795,3681
5443,1795,3682
5444,1796,3683
5445,1797,3683
5446,1797,3684
5447,1797,3684
5448,1798,3685
5449,1798,3685
5450,1799,3685
5451,1799,3686
5452,1799,3687
5453,1799,3688
5454,1800,3689
5455,1801,3690
5456,1801,3691
5457,1801,3692
5458,1801,3693
5459,1802,3694
5460,1802,3695
5461,1802,3695
5462,1802,3696
5463,1802,3697
5464,1802,3698
5465,1803,3698
5466,1803,3699
5467,1803,3700
5468,1803,3700
5469,1803,3701
5470,1803,3702
5471,1804,3702
5472,1804,3703
5473,1804,3704
5474,1804,3705
5475,1804,3705
5476,1804,3706
5477,1805,3706
5478,1805,3707
5479,1806,3707
5480,1806,3708
5481,1806,3709
5482,1806,3710
5483,1807,3711
5484,1807,3711
5485,1807,3712
5486,1807,3713
5487,1807,3714
5488,1807,3714
5489,1808,3715
5490,1809,3716
5491,1809,3716
5492,1809,3716
5493,1810,3716
5494,1810,3716
5495,1810,3717
5496,1810,3717
5497,1810,3718
5498,1811,3718
5499,1812,3718
5500,1812,3719
5501,1812,3720
5502,1813,3720
5503,1813,3720
5504,1813,3720
5505,1813,3720
5506,1813,3720
5507,1813,3721
5508,1813,3722
5509,1813,3723
5510,1813,3723
5511,1813,3724
5512,1813,3724
5513,1813,3725
5514,1813,3726
5515,1814,3727
5516,1814,3727
5517,1814,3728
5518,1815,3729
5519,1816,3730
5520,1817,3731
5521,1817,3732
5522,1817,3732
5523,1818,3733
5524,1818,3734
5525,1818,3735
5526,1819,3735
5527,1819,3735
5528,1820,3735
5529,1820,3736
5530,1821,3737
5531,1821,3737
5532,1821,3738
5533,1822,3739
5534,1823,3739
5535,1824,3740
5536,1824,3741
5537,1824,3741
5538,1825,3742
5539,1826,3743
5540,1827,3744
5541,1827,3745
5542,1828,3746
5543,1829,3747
5544,1830,3748
5545,1831,3749
5546,1831,3750
5547,1832,3751
5548,1833,3751
5549,1833,3751
5550,1833,3751
5551,1833,3752
5552,1833,3753
5553,1833,3754
5554,1833,3754
5555,1834,3754
5556,1834,3754
5557,1834,3755
5558,1834,3756
5559,1834,3756
5560,1835,3757
5561,1835,3758
5562,1836,3759
5563,1836,3760
5564,1836,3761
5565,1837,3761
5566,1837,3762
5567,1837,3762
5568,1838,3763
5569,1838,3764
5570,1838,3765
5571,1838,3765
5572,1839,3765
5573,1839,3765
5574,1840,3765
5575,1840,3765
5576,1841,3766
5577,1842,3767
5578,1843,3767
5579,1843,3767
5580,1843,3768
5581,1843,3769
5582,1844,3770
5583,1844,3771
5584,1845,3771
5585,1845,3771
5586,1845,3772
5587,1846,3773
5588,1846,3773
5589,1846,3774
5590,1846,3775
5591,1846,3776
5592,1846,3777
5593,1847,3778
5594,1847,3779
5595,1847,3779
5596,1847,3780
5597,1847,3780
5598,1847,3781
5599,1847,3781
5600,1848,3781
5601,1849,3782
5602,1849,3783
5603,1849,3783
5604,1849,3784
5605,1850,3785
5606,1850,3785
5607,1851,3785
5608,1851,3786
5609,1851,3786
5610,1851,3787
5611,1851,3788
5612,1851,3789
5613,1851,3790
5614,1852,3791
5615,1852,3792
5616,1852,3793
5617,1852,3793
5618,1852,3794
5619,1852,3795
5620,1853,3796
5621,1853,3797
5622,1854,3798
5623,1855,3799
5624,1855,3800
5625,1855,3801
5626,1856,3802
5627,1856,3803
5628,1856,3804
5629,1856,3805
5630,1857,3805
5631,1857,3806
5632,1857,3807
5633,1858,3808
5634,1858,3808
5635,1859,3808
5636,1859,3809
5637,1860,3810
5638,1860,3811
5639,1861,3812
5640,1861,3813
5641,1861,3814
5642,1862,3815
5643,1862,3815
5644,1862,3815
5645,1863,3816
5646,1863,3816
5647,1864,3817
5648,1864,3817
5649,1864,3817
5650,1864,3818
5651,1864,3818
5652,1864,3818
5653,1864,3819
5654,1864,3820
5655,1864,3821
5656,1865,3822
5657,1866,3823
5658,1866,3824
5659,1866,3825
5660,1866,3826
5661,1866,3826
5662,1867,3826
5663,1868,3826
5664,1869,3827
5665,1869,3828
5666,1869,3829
5667,1869,3830
5668,1869,3830
5669,1870,3831
5670,1871,3832
5671,1871,3833
5672,1871,3833
5673,1872,3834
5674,1872,3834
5675,1872,3835
5676,1872,3836
5677,1872,3836
5678,1872,3837
5679,1873,3838
5680,1874,3839
5681,1874,3840
5682,1874,3840
5683,1874,3840
5684,1875,3841
5685,1875,3841
5686,1875,3841
5687,1875,3841
5688,1875,3842
5689,1876,3843
5690,1877,3844
5691,1878,3845
5692,1878,3846
5693,1878,3847
5694,1878,3847
5695,1879,3847
5696,1879,3848
5697,1880,3849
5698,1881,3849
5699,1882,3849
5700,1882,3850
5701,1883,3850
5702,1884,3850
5703,1885,3851
5704,1886,3852
5705,1886,3853
5706,1886,3854
5707,1886,3855
5708,1887,3856
5709,1888,3856
5710,1888,3857
5711,1889,3858
5712,1890,3858
5713,1891,3859
5714,1892,3859
5715,1892,3859
5716,1892,3859
5717,1893,3860
5718,1893,3861
5719,1893,3862
5720,1893,3863
5721,1894,3864
5722,1894,3865
5723,1895,3866
5724,1895,3867
5725,1895,3868
5726,1895,3868
5727,1895,3869
5728,1896,3869
5729,1896,3869
5730,1897,3869
5731,1897,3869
5732,1898,3870
5733,1898,3871
5734,1898,3871
5735,1899,3872
5736,1900,3872
5737,1901,3873
5738,1901,3874
5739,1902,3875
5740,1902,3876
5741,1902,3877
5742,1902,3878
5743,1902,3879
5744,1903,3880
5745,1904,3881
5746,1904,3882
5747,1904,3882
5748,1904,3882
5749,1904,3883
5750,1904,3884
5751,1904,3884
5752,1904,3885
5753,1905,3885
5754,1905,3886
5755,1906,3886
5756,1906,3887
5757,1906,3887
5758,1907,3888
5759,1907,3889
5760,1908,3889
5761,1909,3889
5762,1909,3889
5763,1909,3890
5764,1909,3891
5765,1909,3891
5766,1910,3892
5767,1911,3893
5768,1911,3894
5769,1912,3895
5770,1912,3896
5771,1912,3896
5772,1912,3897
5773,1912,3898
5774,1913,3898
5775,1913,3899
5776,1913,3900
5777,1913,3901
5778,1914,3901
5779,1915,3902
5780,1916,3902
5781,1916,3903
5782,1916,3904
5783,1916,3904
5784,1916,3904
5785,1916,3905
5786,1916,3906
5787,1917,3906
5788,1917,3907
5789,1918,3908
5790,1918,3908
5791,1918,3909
5792,1918,3910
5793,1918,3911
5794,1918,3912
5795,1919,3913
5796,1919,3914
5797,1920,3915
5798,1921,3915
5799,1921,3916
5800,1922,3917
5801,1923,3917
5802,1923,3918
5803,1923,3919
5804,1924,3920
5805,1924,3921
5806,1925,3922
5807,1925,3923
5808,1925,3924
5809,1925,3924
5810,1925,3925
5811,1925,3926
5812,1925,3926
5813,1925,3927
5814,1926,3927
5815,1926,3927
5816,1926,3928
5817,1926,3929
5818,1927,3929
5819,1928,3929
5820,1928,3929
5821,1928,3929
5822,1929,3929
5823,1929,3930
5824,1929,3930
5825,1930,3931
5826,1931,3931
5827,1931,3932
5828,1932,3932
5829,1932,3933
5830,1933,3933
5831,1933,3933
5832,1933,3933
5833,1934,3933
5834,1934,3934
5835,1934,3934
5836,1935,3935
5837,1936,3936
5838,1936,3937
5839,1937,3938
5840,1937,3938
5841,1937,3938
5842,1937,3938
5843,1937,3938
5844,1937,3939
5845,1937,3940
5846,1937,3941
5847,1937,3942
5848,1938,3943
5849,1939,3943
5850,1939,3944
5851,1939,3945
5852,1940,3946
5853,1941,3947
5854,1941,3948
5855,1942,3949
5856,1942,3950
5857,1943,3950
5858,1943,3951
5859,1944,3951
5860,1944,3952
5861,1945,3952
5862,1945,3953
5863,1945,3954
5864,1945,3955
5865,1946,3956
5866,1947,3956
5867,1948,3957
5868,1948,3958
5869,1948,3958
5870,1948,3958
5871,1949,3959
5872,1949,3959
5873,1950,3959
5874,1951,3960
5875,1951,3960
5876,1951,3961
5877,1951,3961
5878,1951,3962
5879,1952,3962
5880,1952,3963
5881,1952,3964
5882,1952,3964
5883,1952,3965
5884,1953,3965
5885,1953,3966
5886,1953,3967
5887,1954,3968
5888,1954,3969
5889,1954,3969
5890,1954,3970
5891,1954,3971
5892,1955,3971
5893,1955,3971
5894,1955,3971
5895,1955,3972
5896,1955,3973
5897,1956,3973
5898,1956,3974
5899,1956,3975
5900,1956,3976
5901,1956,3976
5902,1956,3977
5903,1956,3977
5904,1956,3978
5905,1956,3979
5906,1956,3980
5907,1957,3981
5908,1957,3982
5909,1958,3983
5910,1958,3984
5911,1959,3985
5912,1959,3985
5913,1959,3986
5914,1960,3987
5915,1960,3988
5916,1961,3989
5917,1962,3990
5918,1963,3991
5919,1963,3991
5920,1964,3992
5921,1964,3993
5922,1964,3994
5923,1964,3995
5924,1964,3996
5925,1964,3997
5926,1965,3998
5927,1965,3999
5928,1965,4000
5929,1965,4001
5930,1965,4002
5931,1965,4003
5932,1965,4004
5933,1965,4004
5934,1965,4004
5935,1965,4004
5936,1965,4005
5937,1966,4005
5938,1966,4005
5939,1967,4006
5940,1967,4007
5941,1968,4007
5942,1968,4007
5943,1969,4008
5944,1970,4008
5945,1970,4009
5946,1971,4010
5947,1971,4010
5948,1971,4010
5949,1971,4011
5950,1971,4011
5951,1972,4012
5952,1972,4012
5953,1973,4012
5954,1974,4013
5955,1975,4014
5956,1975,4014
5957,1975,4015
5958,1975,4015
5959,1975,4016
5960,1975,4017
5961,1975,4018
5962,1975,4019
5963,1976,4019
5964,1976,4020
5965,1977,4021
5966,1978,4021
5967,1979,4022
5968,1980,4023
5969,1981,4023
5970,1982,4024
5971,1982,4025
5972,1982,4026
5973,1983,4027
5974,1983,4028
5975,1983,4029
5976,1984,4030
5977,1984,4031
5978,1984,4032
5979,1984,4032
5980,1984,4033
5981,1984,4033
5982,1985,4033
5983,1985,4034
5984,1986,4034
5985,1986,4035
5986,1986,4035
5987,1986,4036
5988,1986,4037
5989,1987,4038
5990,1987,4039
5991,1987,4040
5992,1987,4041
5993,1987,4042
5994,1987,4043
5995,1987,4043
5996,1987,4044
5997,1987,4044
5998,1987,4045
5999,1987,4046
6000,1988,4046
6001,1989,4046
6002,1989,4047
6003,1989,4047
6004,1989,4048
6005,1989,4049
6006,1990,4050
6007,1990,4051
6008,1990,4052
6009,1990,4053
6010,1990,4054
6011,1990,4055
6012,1991,4056
6013,1991,4057
6014,1991,4058
6015,1991,4058
6016,1992,4058
6017,1992,4059
6018,1992,4059
6019,1992,4060
6020,1992,4061
6021,1993,4062
6022,1994,4063
6023,1994,4063
6024,1994,4064
6025,1994,4064
6026,1995,4065
6027,1995,4066
6028,1996,4067
6029,1997,4068
6030,1997,4069
6031,1997,4070
6032,1998,4070
6033,1998,4071
6034,1998,4072
6035,1998,4073
6036,1998,4074
6037,1998,4075
6038,1998,4076
6039,1998,4076
6040,1998,4076
6041,1998,4077
6042,1999,4078
6043,1999,4079
6044,1999,4079
6045,1999,4080
6046,1999,4081
6047,1999,4081
6048,1999,4082
6049,2000,4083
6050,2001,4084
6051,2001,4085
6052,2002,4085
6053,2002,4086
6054,2002,4087
6055,2002,4088
6056,2003,4089
6057,2003,4090
6058,2004,4090
6059,2004,4091
6060,2005,4092
6061,2006,4092
6062,2007,4092
6063,2007,4093
6064,2008,4094
6065,2009,4095
6066,2009,4096
6067,2009,4097
6068,2009,4097
6069,2010,4098
6070,2010,4099
6071,2011,4100
6072,2011,4101
6073,2011,4102
6074,2011,4103
6075,2012,4104
6076,2013,4105
6077,2014,4106
6078,2014,4107
6079,2014,4108
6080,2014,4109
6081,2014,4110
6082,2015,4111
6083,2015,4112
6084,2015,4112
6085,2015,4112
6086,2016,4112
6087,2016,4113
6088,2017,4114
6089,2017,4114
6090,2017,4115
6091,2017,4116
6092,2017,4116
6093,2018,4117
6094,2018,4117
6095,2018,4118
6096,2019,4119
6097,2019,4120
6098,2019,4120
6099,2019,4121
6100,2019,4122
6101,2020,4122
6102,2020,4122
6103,2021,4123
6104,2022,4124
6105,2023,4124
6106,2023,4124
6107,2023,4125
6108,2023,4126
6109,2024,4127
6110,2025,4127
6111,2025,4128
6112,2025,4128
6113,2025,4129
6114,2025,4130
6115,2025,4130
6116,2025,4130
6117,2025,4131
6118,2026,4131
6119,2027,4132
6120,2027,4133
6121,2028,4134
6122,2028,4134
6123,2028,4134
6124,2029,4135
6125,2029,4136
6126,2029,4137
6127,2030,4137
6128,2030,4138
6129,2030,4138
6130,2030,4139
6131,2030,4140
6132,2031,4141
6133,2032,4142
6134,2032,4143
6135,2032,4143
6136,2032,4144
6137,2032,4145
6138,2032,4145
6139,2032,4146
6140,2033,4147
6141,2033,4148
6142,2034,4149
6143,2035,4150
6144,2035,4151
6145,2035,4152
6146,2035,4153
6147,2035,4154
6148,2036,4155
6149,2036,4156
6150,2036,4157
6151,2036,4158
6152,2036,4158
6153,2036,4159
6154,2036,4160
6155,2036,4160
6156,2036,4161
6157,2036,4162
6158,2036,4162
6159,2036,4163
6160,2036,4164
6161,2036,4164
6162,2036,4165
6163,2037,4165
6164,2037,4165
6165,2037,4166
6166,2038,4167
6167,2038,4167
6168,2038,4168
6169,2039,4168
6170,2039,4169
6171,2039,4170
6172,2040,4171
6173,2040,4171
6174,2040,4172
6175,2041,4172
6176,2041,4172
6177,2041,4173
6178,2042,4174
6179,2042,4174
6180,2042,4175
6181,2042,4176
6182,2043,4177
6183,2044,4178
6184,2044,4179
6185,2045,4180
6186,2045,4180
6187,2045,4180
6188,2046,4181
6189,2047,4182
6190,2047,4182
6191,2047,4183
6192,2047,4184
6193,2047,4185
6194,2047,4186
6195,2047,4187
6196,2047,4188
6197,2048,4189
6198,2048,4189
6199,2048,4190
6200,2048,4191
6201,2049,4192
6202,2050,4192
6203,2050,4193
6204,2050,4194
6205,2050,4194
6206,2050,4195
6207,2050,4196
6208,2050,4196
6209,2050,4197
6210,2051,4198
6211,2051,4199
6212,2051,4199
6213,2052,4200
6214,2053,4200
6215,2054,4201
6216,2055,4201
6217,2055,4201
6218,2055,4202
6219,2055,4203
6220,2055,4204
6221,2055,4204
6222,2055,4204
6223,2055,4205
6224,2055,4206
6225,2056,4207
6226,2056,4208
6227,2056,4209
6228,2057,4210
6229,2058,4211
6230,2058,4212
6231,2059,4213
6232,2060,4213
6233,2060,4214
6234,2060,4214
6235,2060,4215
6236,2060,4216
6237,2060,4217
6238,2060,4218
6239,2060,4219
6240,2060,4220
6241,2060,4220
6242,2060,4221
6243,2061,4222
6244,2062,4223
6245,2062,4223
6246,2063,4224
6247,2063,4225
6248,2063,4226
6249,2063,4227
6250,2063,4227
6251,2064,4228
6252,2064,4228
6253,2064,4229
6254,2065,4229
6255,2066,4229
6256,2067,4230
6257,2068,4231
6258,2069,4231
6259,2070,4232
6260,2070,4233
6261,2071,4233
6262,2071,4234
6263,2071,4235
6264,2071,4236
6265,2072,4236
6266,2073,4236
6267,2074,4237
6268,2075,4238
6269,2075,4239
6270,2075,4240
6271,2075,4241
6272,2075,4242
6273,2076,4243
6274,2076,4244
6275,2077,4244
6276,2077,4245
6277,2078,4246
6278,2078,4247
6279,2079,4248
6280,2080,4248
6281,2080,4249
6282,2080,4250
6283,2080,4251
6284,2081,4252
6285,2081,4253
6286,2081,4254
6287,2081,4255
6288,2081,4255
6289,2081,4255
6290,2082,4255
6291,2082,4255
6292,2082,4255
6293,2083,4256
6294,2084,4256
6295,2084,4257
6296,2085,4258
6297,2086,4259
6298,2087,4260
6299,2087,4261
6300,2088,4261
6301,2088,4261
6302,2088,4262
6303,2088,4262
6304,2088,4263
6305,2088,4263
6306,2089,4263
6307,2090,4264
6308,2090,4265
6309,2091,4266
6310,2092,4267
6311,2092,4268
6312,2092,4269
6313,2092,4270
6314,2092,4271
6315,2092,4271
6316,2093,4272
6317,2093,4273
6318,2093,4273
6319,2093,4274
6320,2094,4275
6321,2095,4275
6322,2096,4276
6323,2097,4276
6324,2098,4276
6325,2098,4277
6326,2099,4277
6327,2099,4278
6328,2100,4279
6329,2100,4280
6330,2101,4281
6331,2101,4282
6332,2102,4282
6333,2103,4283
6334,2103,4284
6335,2103,4285
6336,2104,4286
6337,2105,4287
6338,2105,4288
6339,2106,4289
6340,2106,4290
6341,2106,4291
6342,2106,4292
6343,2106,4292
6344,2106,4293
6345,2106,4294
6346,2106,4295
6347,2106,4296
6348,2107,4297
6349,2108,4298
6350,2109,4299
6351,2109,4300
6352,2109,4300
6353,2109,4301
6354,2109,4302
6355,2110,4302
6356,2110,4303
6357,2110,4303
6358,2111,4304
6359,2111,4305
6360,2111,4305
6361,2111,4306
6362,2112,4307
6363,2112,4308
6364,2113,4309
6365,2113,4310
6366,2114,4311
6367,2114,4312
6368,2114,4313
6369,2115,4314
6370,2116,4314
6371,2116,4315
6372,2116,4316
6373,2117,4316
6374,2118,4317
6375,2119,4318
6376,2119,4319
6377,2120,4320
6378,2120,4321
6379,2120,4322
6380,2120,4323
6381,2120,4324
6382,2120,4324
6383,2120,4325
6384,2120,4326
6385,2120,4327
6386,2120,4327
6387,2120,4328
6388,2120,4328
6389,2120,4328
6390,2120,4329
6391,2121,4330
6392,2121,4331
6393,2121,4331
6394,2121,4332
6395,2121,4333
6396,2121,4334
6397,2122,4335
6398,2122,4336
6399,2123,4337
6400,2123,4338
6401,2123,4338
6402,2123,4339
6403,2123,4340
6404,2123,4341
6405,2124,4341
6406,2124,4341
6407,2125,4341
6408,2125,4342
6409,2126,4342
6410,2126,4343
6411,2126,4344
6412,2127,4345
6413,2127,4346
6414,2127,4347
6415,2127,4347
6416,2127,4348
6417,2127,4349
6418,2128,4350
6419,2129,4350
6420,2130,4351
6421,2131,4352
6422,2132,4353
6423,2132,4354
6424,2132,4355
6425,2132,4356
6426,2133,4357
6427,2134,4358
6428,2135,4359
6429,2136,4359
6430,2136,4359
6431,2137,4359
6432,2137,4360
6433,2138,4361
6434,2138,4362
6435,2138,4363
6436,2139,4364
6437,2139,4365
6438,2139,4366
6439,2140,4367
6440,2140,4367
6441,2140,4367
6442,2140,4367
6443,2141,4367
6444,2141,4368
6445,2141,4369
6446,2141,4369
6447,2141,4370
6448,2142,4371
6449,2143,4372
6450,2143,4373
6451,2143,4373
6452,2143,4374
6453,2143,4375
6454,2144,4375
6455,2145,4376
6456,2146,4376
6457,2146,4377
6458,2147,4378
6459,2147,4378
6460,2147,4379
6461,2148,4380
6462,2148,4381
6463,2148,4382
6464,2148,4383
6465,2148,4384
6466,2148,4384
6467,2148,4385
6468,2148,4385
6469,2148,4386
6470,2148,4387
6471,2149,4388
6472,2150,4389
6473,2151,4390
6474,2151,4390
6475,2151,4390
6476,2152,4391
6477,2152,4392
6478,2152,4392
6479,2153,4392
6480,2153,4392
6481,2153,4393
6482,2153,4394
6483,2153,4395
6484,2153,4396
6485,2153,4397
6486,2153,4398
6487,2153,4399
6488,2154,4400
6489,2154,4401
6490,2154,4401
6491,2154,4402
6492,2154,4402
6493,2154,4403
6494,2155,4403
6495,2156,4404
6496,2156,4405
6497,2156,4406
6498,2157,4407
6499,2157,4408
6500,2158,4408
6501,2158,4409
6502,2158,4410
6503,2159,4411
6504,2160,4412
6505,2160,4412
6506,2160,4413
6507,2161,4414
6508,2162,4415
6509,2163,4416
6510,2163,4416
6511,2163,4417
6512,2164,4418
6513,2164,4419
6514,2165,4420
6515,2165,4421
6516,2166,4422
6517,2167,4423
6518,2168,4424
6519,2169,4425
6520,2169,4426
6521,2169,4426
6522,2169,4427
6523,2170,4428
6524,2171,4429
6525,2172,4430
6526,2172,4431
6527,2172,4432
6528,2172,4432
6529,2172,4433
6530,2172,4434
6531,2172,4434
6532,2172,4434
6533,2173,4434
6534,2173,4435
6535,2174,4435
6536,2175,4435
6537,2176,4436
6538,2176,4437
6539,2177,4438
6540,2178,4439
6541,2178,4440
6542,2178,4441
6543,2178,4442
6544,2178,4443
6545,2179,4444
6546,2179,4445
6547,2179,4446
6548,2179,4446
6549,2180,4447
6550,2180,4447
6551,2180,4448
6552,2181,4449
6553,2182,4449
6554,2183,4450
6555,2184,4450
6556,2185,4450
6557,2185,4450
6558,2185,4451
6559,2185,4451
6560,2185,4452
6561,2186,4452
6562,2187,4453
6563,2187,4454
6564,2187,4455
6565,2188,4456
6566,2188,4457
6567,2189,4458
6568,2189,4459
6569,2189,4459
6570,2189,4460
6571,2189,4460
6572,2189,4461
6573,2189,4461
6574,2189,4461
6575,2190,4461
6576,2190,4462
6577,2191,4463
6578,2191,4463
6579,2192,4464
6580,2193,4465
6581,2194,4465
6582,2195,4466
6583,2195,4467
6584,2195,4467
6585,2195,4468
6586,2195,4469
6587,2195,4470
6588,2195,4470
6589,2195,4470
6590,2196,4471
6591,2196,4472
6592,2196,4473
6593,2196,4474
6594,2197,4474
6595,2197,4475
6596,2197,4476
6597,2197,4476
6598,2197,4477
6599,2197,4478
6600,2197,4479
6601,2198,4480
6602,2198,4481
6603,2199,4482
6604,2199,4483
6605,2199,4484
6606,2199,4484
6607,2199,4485
6608,2199,4486
6609,2199,4487
6610,2199,4487
6611,2199,4488
6612,2200,4489
6613,2200,4490
6614,2200,4490
6615,2200,4491
6616,2200,4491
6617,2200,4491
6618,2200,4491
6619,2201,4492
6620,2201,4492
6621,2201,4492
6622,2201,4492
6623,2201,4493
6624,2201,4493
6625,2201,4493
6626,2201,4494
6627,2201,4495
6628,2202,4496
6629,2203,4497
6630,2203,4498
6631,2203,4499
6632,2203,4500
6633,2203,4501
6634,2204,4502
6635,2204,4503
6636,2204,4504
6637,2205,4504
6638,2206,4505
6639,2207,4506
6640,2207,4507
6641,2208,4507
6642,2208,4508
6643,2208,4509
6644,2209,4510
6645,2210,4511
6646,2210,4512
6647,2210,4512
6648,2211,4512
6649,2212,4513
6650,2212,4514
6651,2212,4514
6652,2212,4514
6653,2212,4515
6654,2212,4516
6655,2213,4517
6656,2214,4518
6657,2214,4519
6658,2215,4520
6659,2215,4521
6660,2216,4521
6661,2216,4522
6662,2216,4523
6663,2217,4524
6664,2218,4525
6665,2219,4525
6666,2219,4525
6667,2219,4525
6668,2219,4526
6669,2219,4526
6670,2219,4526
6671,2220,4527
6672,2220,4528
6673,2220,4528
6674,2221,4528
6675,2221,4529
6676,2222,4530
6677,2222,4530
6678,2222,4531
6679,2223,4531
6680,2224,4532
6681,2224,4532
6682,2224,4532
6683,2224,4532
6684,2224,4532
6685,2225,4532
6686,2225,4533
6687,2225,4534
6688,2226,4535
6689,2226,4536
6690,2226,4537
6691,2226,4537
6692,2227,4538
6693,2228,4539
6694,2228,4540
6695,2228,4541
6696,2229,4542
6697,2230,4543
6698,2230,4544
6699,2230,4544
6700,2231,4545
6701,2232,4545
6702,2233,4546
6703,2233,4547
6704,2233,4548
6705,2233,4549
6706,2233,4549
6707,2233,4550
6708,2233,4551
6709,2234,4552
6710,2235,4553
6711,2236,4553
6712,2236,4554
6713,2236,4554
6714,2237,4554
6715,2238,4554
6716,2238,4555
6717,2238,4556
6718,2238,4556
6719,2239,4557
6720,2240,4557
6721,2240,4558
6722,2240,4558
6723,2240,4559
6724,2240,4560
6725,2241,4561
6726,2242,4561
6727,2242,4561
6728,2242,4561
6729,2242,4562
6730,2242,4562
6731,2242,4562
6732,2242,4563
6733,2243,4563
6734,2244,4564
6735,2244,4564
6736,2245,4565
6737,2245,4565
6738,2245,4565
6739,2245,4566
6740,2246,4566
6741,2246,4567
6742,2246,4568
6743,2247,4569
6744,2247,4570
6745,2247,4570
6746,2247,4571
6747,2247,4572
6748,2247,4573
6749,2248,4574
6750,2249,4574
6751,2250,4574
6752,2251,4574
6753,2251,4575
6754,2251,4576
6755,2252,4577
6756,2252,4578
6757,2253,4579
6758,2253,4579
6759,2253,4580
6760,2253,4581
6761,2254,4582
6762,2254,4583
6763,2254,4583
6764,2254,4584
6765,2255,4585
6766,2255,4586
6767,2255,4587
6768,2255,4588
6769,2256,4589
6770,2256,4590
6771,2256,4591
6772,2256,4592
6773,2257,4593
6774,2257,4594
6775,2257,4595
6776,2257,4596
6777,2257,4597
6778,2258,4598
6779,2258,4598
6780,2258,4599
6781,2258,4599
6782,2258,4600
6783,2258,4600
6784,2258,4601
6785,2258,4602
6786,2259,4602
6787,2259,4602
6788,2259,4603
6789,2259,4604
6790,2260,4605
6791,2260,4606
6792,2260,4607
6793,2261,4607
6794,2261,4608
6795,2261,4609
6796,2262,4610
6797,2262,4610
6798,2262,4610
6799,2263,4611
6800,2263,4612
6801,2263,4613
6802,2263,4613
6803,2263,4613
6804,2264,4613
6805,2264,4613
6806,2264,4614
6807,2264,4614
6808,2265,4615
6809,2265,4616
6810,2265,4617
6811,2265,4618
6812,2265,4618
6813,2265,4619
6814,2265,4620
6815,2266,4621
6816,2266,4622
6817,2266,4622
6818,2266,4623
6819,2266,4624
6820,2266,4625
6821,2266,4625
